Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,url,icon
Whiscash,"['Water', 'Ground']",468,110,78,73,76,71,60,https://pokemondb.net/pokedex/whiscash,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png
Corphish,"['Water', '']",308,43,80,65,50,35,35,https://pokemondb.net/pokedex/corphish,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png
Crawdaunt,"['Water', 'Dark']",468,63,120,85,90,55,55,https://pokemondb.net/pokedex/crawdaunt,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png
Baltoy,"['Ground', 'Psychic']",300,40,40,55,40,70,55,https://pokemondb.net/pokedex/baltoy,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png
Claydol,"['Ground', 'Psychic']",500,60,70,105,70,120,75,https://pokemondb.net/pokedex/claydol,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png
Lileep,"['Rock', 'Grass']",355,66,41,77,61,87,23,https://pokemondb.net/pokedex/lileep,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png
Cradily,"['Rock', 'Grass']",495,86,81,97,81,107,43,https://pokemondb.net/pokedex/cradily,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png
Anorith,"['Rock', 'Bug']",355,45,95,50,40,50,75,https://pokemondb.net/pokedex/anorith,https://img.pokemondb.net/sprites/sword-shield/icon/anorith.png
Armaldo,"['Rock', 'Bug']",495,75,125,100,70,80,45,https://pokemondb.net/pokedex/armaldo,https://img.pokemondb.net/sprites/sword-shield/icon/armaldo.png
Feebas,"['Water', '']",200,20,15,20,10,55,80,https://pokemondb.net/pokedex/feebas,https://img.pokemondb.net/sprites/sword-shield/icon/feebas.png
Milotic,"['Water', '']",540,95,60,79,100,125,81,https://pokemondb.net/pokedex/milotic,https://img.pokemondb.net/sprites/sword-shield/icon/milotic.png
Castform,"['Normal', '']",420,70,70,70,70,70,70,https://pokemondb.net/pokedex/castform,https://img.pokemondb.net/sprites/sword-shield/icon/castform.png
Kecleon,"['Normal', '']",440,60,90,70,60,120,40,https://pokemondb.net/pokedex/kecleon,https://img.pokemondb.net/sprites/sword-shield/icon/kecleon.png
Shuppet,"['Ghost', '']",295,44,75,35,63,33,45,https://pokemondb.net/pokedex/shuppet,https://img.pokemondb.net/sprites/sword-shield/icon/shuppet.png
Banette,"['Ghost', '']",455,64,115,65,83,63,65,https://pokemondb.net/pokedex/banette,https://img.pokemondb.net/sprites/sword-shield/icon/banette.png
Duskull,"['Ghost', '']",295,20,40,90,30,90,25,https://pokemondb.net/pokedex/duskull,https://img.pokemondb.net/sprites/sword-shield/icon/duskull.png
Dusclops,"['Ghost', '']",455,40,70,130,60,130,25,https://pokemondb.net/pokedex/dusclops,https://img.pokemondb.net/sprites/sword-shield/icon/dusclops.png
Tropius,"['Grass', 'Flying']",460,99,68,83,72,87,51,https://pokemondb.net/pokedex/tropius,https://img.pokemondb.net/sprites/sword-shield/icon/tropius.png
Chimecho,"['Psychic', '']",455,75,50,80,95,90,65,https://pokemondb.net/pokedex/chimecho,https://img.pokemondb.net/sprites/sword-shield/icon/chimecho.png
Absol,"['Dark', '']",465,65,130,60,75,60,75,https://pokemondb.net/pokedex/absol,https://img.pokemondb.net/sprites/sword-shield/icon/absol.png
Wynaut,"['Psychic', '']",260,95,23,48,23,48,23,https://pokemondb.net/pokedex/wynaut,https://img.pokemondb.net/sprites/sword-shield/icon/wynaut.png
Snorunt,"['Ice', '']",300,50,50,50,50,50,50,https://pokemondb.net/pokedex/snorunt,https://img.pokemondb.net/sprites/sword-shield/icon/snorunt.png
Glalie,"['Ice', '']",480,80,80,80,80,80,80,https://pokemondb.net/pokedex/glalie,https://img.pokemondb.net/sprites/sword-shield/icon/glalie.png
Spheal,"['Ice', 'Water']",290,70,40,50,55,50,25,https://pokemondb.net/pokedex/spheal,https://img.pokemondb.net/sprites/sword-shield/icon/spheal.png
Sealeo,"['Ice', 'Water']",410,90,60,70,75,70,45,https://pokemondb.net/pokedex/sealeo,https://img.pokemondb.net/sprites/sword-shield/icon/sealeo.png
Walrein,"['Ice', 'Water']",530,110,80,90,95,90,65,https://pokemondb.net/pokedex/walrein,https://img.pokemondb.net/sprites/sword-shield/icon/walrein.png
Clamperl,"['Water', '']",345,35,64,85,74,55,32,https://pokemondb.net/pokedex/clamperl,https://img.pokemondb.net/sprites/sword-shield/icon/clamperl.png
Huntail,"['Water', '']",485,55,104,105,94,75,52,https://pokemondb.net/pokedex/huntail,https://img.pokemondb.net/sprites/sword-shield/icon/huntail.png
Gorebyss,"['Water', '']",485,55,84,105,114,75,52,https://pokemondb.net/pokedex/gorebyss,https://img.pokemondb.net/sprites/sword-shield/icon/gorebyss.png
Relicanth,"['Water', 'Rock']",485,100,90,130,45,65,55,https://pokemondb.net/pokedex/relicanth,https://img.pokemondb.net/sprites/sword-shield/icon/relicanth.png
Luvdisc,"['Water', '']",330,43,30,55,40,65,97,https://pokemondb.net/pokedex/luvdisc,https://img.pokemondb.net/sprites/sword-shield/icon/luvdisc.png
Bagon,"['Dragon', '']",300,45,75,60,40,30,50,https://pokemondb.net/pokedex/bagon,https://img.pokemondb.net/sprites/sword-shield/icon/bagon.png
Shelgon,"['Dragon', '']",420,65,95,100,60,50,50,https://pokemondb.net/pokedex/shelgon,https://img.pokemondb.net/sprites/sword-shield/icon/shelgon.png
Salamence,"['Dragon', 'Flying']",600,95,135,80,110,80,100,https://pokemondb.net/pokedex/salamence,https://img.pokemondb.net/sprites/sword-shield/icon/salamence.png
Beldum,"['Steel', 'Psychic']",300,40,55,80,35,60,30,https://pokemondb.net/pokedex/beldum,https://img.pokemondb.net/sprites/sword-shield/icon/beldum.png
Metang,"['Steel', 'Psychic']",420,60,75,100,55,80,50,https://pokemondb.net/pokedex/metang,https://img.pokemondb.net/sprites/sword-shield/icon/metang.png
Metagross,"['Steel', 'Psychic']",600,80,135,130,95,90,70,https://pokemondb.net/pokedex/metagross,https://img.pokemondb.net/sprites/sword-shield/icon/metagross.png
Regirock,"['Rock', '']",580,80,100,200,50,100,50,https://pokemondb.net/pokedex/regirock,https://img.pokemondb.net/sprites/sword-shield/icon/regirock.png
Regice,"['Ice', '']",580,80,50,100,100,200,50,https://pokemondb.net/pokedex/regice,https://img.pokemondb.net/sprites/sword-shield/icon/regice.png
Registeel,"['Steel', '']",580,80,75,150,75,150,50,https://pokemondb.net/pokedex/registeel,https://img.pokemondb.net/sprites/sword-shield/icon/registeel.png
Latias,"['Dragon', 'Psychic']",600,80,80,90,110,130,110,https://pokemondb.net/pokedex/latias,https://img.pokemondb.net/sprites/sword-shield/icon/latias.png
Latios,"['Dragon', 'Psychic']",600,80,90,80,130,110,110,https://pokemondb.net/pokedex/latios,https://img.pokemondb.net/sprites/sword-shield/icon/latios.png
Kyogre,"['Water', '']",670,100,100,90,150,140,90,https://pokemondb.net/pokedex/kyogre,https://img.pokemondb.net/sprites/sword-shield/icon/kyogre.png
Groudon,"['Ground', '']",670,100,150,140,100,90,90,https://pokemondb.net/pokedex/groudon,https://img.pokemondb.net/sprites/sword-shield/icon/groudon.png
Rayquaza,"['Dragon', 'Flying']",680,105,150,90,150,90,95,https://pokemondb.net/pokedex/rayquaza,https://img.pokemondb.net/sprites/sword-shield/icon/rayquaza.png
Jirachi,"['Steel', 'Psychic']",600,100,100,100,100,100,100,https://pokemondb.net/pokedex/jirachi,https://img.pokemondb.net/sprites/sword-shield/icon/jirachi.png
Deoxys,"['Psychic', '']",600,50,150,50,150,50,150,https://pokemondb.net/pokedex/deoxys,https://img.pokemondb.net/sprites/sword-shield/icon/deoxys-normal.png
Turtwig,"['Grass', '']",318,55,68,64,45,55,31,https://pokemondb.net/pokedex/turtwig,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png
Grotle,"['Grass', '']",405,75,89,85,55,65,36,https://pokemondb.net/pokedex/grotle,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png
Torterra,"['Grass', 'Ground']",525,95,109,105,75,85,56,https://pokemondb.net/pokedex/torterra,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png
Chimchar,"['Fire', '']",309,44,58,44,58,44,61,https://pokemondb.net/pokedex/chimchar,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png
Monferno,"['Fire', 'Fighting']",405,64,78,52,78,52,81,https://pokemondb.net/pokedex/monferno,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png
Infernape,"['Fire', 'Fighting']",534,76,104,71,104,71,108,https://pokemondb.net/pokedex/infernape,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png
Piplup,"['Water', '']",314,53,51,53,61,56,40,https://pokemondb.net/pokedex/piplup,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png
Prinplup,"['Water', '']",405,64,66,68,81,76,50,https://pokemondb.net/pokedex/prinplup,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png
Empoleon,"['Water', 'Steel']",530,84,86,88,111,101,60,https://pokemondb.net/pokedex/empoleon,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png
Starly,"['Normal', 'Flying']",245,40,55,30,30,30,60,https://pokemondb.net/pokedex/starly,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png
Staravia,"['Normal', 'Flying']",340,55,75,50,40,40,80,https://pokemondb.net/pokedex/staravia,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png
Staraptor,"['Normal', 'Flying']",485,85,120,70,50,60,100,https://pokemondb.net/pokedex/staraptor,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png
Bidoof,"['Normal', '']",250,59,45,40,35,40,31,https://pokemondb.net/pokedex/bidoof,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png
Bibarel,"['Normal', 'Water']",410,79,85,60,55,60,71,https://pokemondb.net/pokedex/bibarel,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png
Kricketot,"['Bug', '']",194,37,25,41,25,41,25,https://pokemondb.net/pokedex/kricketot,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png
Kricketune,"['Bug', '']",384,77,85,51,55,51,65,https://pokemondb.net/pokedex/kricketune,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png
Shinx,"['Electric', '']",263,45,65,34,40,34,45,https://pokemondb.net/pokedex/shinx,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png
Luxio,"['Electric', '']",363,60,85,49,60,49,60,https://pokemondb.net/pokedex/luxio,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png
Luxray,"['Electric', '']",523,80,120,79,95,79,70,https://pokemondb.net/pokedex/luxray,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png
Budew,"['Grass', 'Poison']",280,40,30,35,50,70,55,https://pokemondb.net/pokedex/budew,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png
Roserade,"['Grass', 'Poison']",515,60,70,65,125,105,90,https://pokemondb.net/pokedex/roserade,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png
Cranidos,"['Rock', '']",350,67,125,40,30,30,58,https://pokemondb.net/pokedex/cranidos,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png
Rampardos,"['Rock', '']",495,97,165,60,65,50,58,https://pokemondb.net/pokedex/rampardos,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png
Shieldon,"['Rock', 'Steel']",350,30,42,118,42,88,30,https://pokemondb.net/pokedex/shieldon,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png
Bastiodon,"['Rock', 'Steel']",495,60,52,168,47,138,30,https://pokemondb.net/pokedex/bastiodon,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png
Burmy,"['Bug', '']",224,40,29,45,29,45,36,https://pokemondb.net/pokedex/burmy,https://img.pokemondb.net/sprites/sword-shield/icon/burmy.png
Wormadam,"['Bug', 'Grass']",424,60,59,85,79,105,36,https://pokemondb.net/pokedex/wormadam,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png
Mothim,"['Bug', 'Flying']",424,70,94,50,94,50,66,https://pokemondb.net/pokedex/mothim,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png
Combee,"['Bug', 'Flying']",244,30,30,42,30,42,70,https://pokemondb.net/pokedex/combee,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png
Vespiquen,"['Bug', 'Flying']",474,70,80,102,80,102,40,https://pokemondb.net/pokedex/vespiquen,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png
Pachirisu,"['Electric', '']",405,60,45,70,45,90,95,https://pokemondb.net/pokedex/pachirisu,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png
Buizel,"['Water', '']",330,55,65,35,60,30,85,https://pokemondb.net/pokedex/buizel,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png
Floatzel,"['Water', '']",495,85,105,55,85,50,115,https://pokemondb.net/pokedex/floatzel,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png
Cherubi,"['Grass', '']",275,45,35,45,62,53,35,https://pokemondb.net/pokedex/cherubi,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png
Cherrim,"['Grass', '']",450,70,60,70,87,78,85,https://pokemondb.net/pokedex/cherrim,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png
Shellos,"['Water', '']",325,76,48,48,57,62,34,https://pokemondb.net/pokedex/shellos,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png
Gastrodon,"['Water', 'Ground']",475,111,83,68,92,82,39,https://pokemondb.net/pokedex/gastrodon,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png
Ambipom,"['Normal', '']",482,75,100,66,60,66,115,https://pokemondb.net/pokedex/ambipom,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png
Drifloon,"['Ghost', 'Flying']",348,90,50,34,60,44,70,https://pokemondb.net/pokedex/drifloon,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png
Drifblim,"['Ghost', 'Flying']",498,150,80,44,90,54,80,https://pokemondb.net/pokedex/drifblim,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png
Buneary,"['Normal', '']",350,55,66,44,44,56,85,https://pokemondb.net/pokedex/buneary,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png
Lopunny,"['Normal', '']",480,65,76,84,54,96,105,https://pokemondb.net/pokedex/lopunny,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png
Mismagius,"['Ghost', '']",495,60,60,60,105,105,105,https://pokemondb.net/pokedex/mismagius,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png
Honchkrow,"['Dark', 'Flying']",505,100,125,52,105,52,71,https://pokemondb.net/pokedex/honchkrow,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png
Glameow,"['Normal', '']",310,49,55,42,42,37,85,https://pokemondb.net/pokedex/glameow,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png
Purugly,"['Normal', '']",452,71,82,64,64,59,112,https://pokemondb.net/pokedex/purugly,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png
Chingling,"['Psychic', '']",285,45,30,50,65,50,45,https://pokemondb.net/pokedex/chingling,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png
Stunky,"['Poison', 'Dark']",329,63,63,47,41,41,74,https://pokemondb.net/pokedex/stunky,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png
Skuntank,"['Poison', 'Dark']",479,103,93,67,71,61,84,https://pokemondb.net/pokedex/skuntank,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png
Bronzor,"['Steel', 'Psychic']",300,57,24,86,24,86,23,https://pokemondb.net/pokedex/bronzor,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png
Bronzong,"['Steel', 'Psychic']",500,67,89,116,79,116,33,https://pokemondb.net/pokedex/bronzong,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png
Bonsly,"['Rock', '']",290,50,80,95,10,45,10,https://pokemondb.net/pokedex/bonsly,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png
Mime Jr.,"['Psychic', 'Fairy']",310,20,25,45,70,90,60,https://pokemondb.net/pokedex/mime-jr,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png
Happiny,"['Normal', '']",220,100,5,5,15,65,30,https://pokemondb.net/pokedex/happiny,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png
Chatot,"['Normal', 'Flying']",411,76,65,45,92,42,91,https://pokemondb.net/pokedex/chatot,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png
Spiritomb,"['Ghost', 'Dark']",485,50,92,108,92,108,35,https://pokemondb.net/pokedex/spiritomb,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png
Gible,"['Dragon', 'Ground']",300,58,70,45,40,45,42,https://pokemondb.net/pokedex/gible,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png
Gabite,"['Dragon', 'Ground']",410,68,90,65,50,55,82,https://pokemondb.net/pokedex/gabite,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png
Garchomp,"['Dragon', 'Ground']",600,108,130,95,80,85,102,https://pokemondb.net/pokedex/garchomp,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png
Munchlax,"['Normal', '']",390,135,85,40,40,85,5,https://pokemondb.net/pokedex/munchlax,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png
Riolu,"['Fighting', '']",285,40,70,40,35,40,60,https://pokemondb.net/pokedex/riolu,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png
Lucario,"['Fighting', 'Steel']",525,70,110,70,115,70,90,https://pokemondb.net/pokedex/lucario,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png
Hippopotas,"['Ground', '']",330,68,72,78,38,42,32,https://pokemondb.net/pokedex/hippopotas,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png
Hippowdon,"['Ground', '']",525,108,112,118,68,72,47,https://pokemondb.net/pokedex/hippowdon,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png
Skorupi,"['Poison', 'Bug']",330,40,50,90,30,55,65,https://pokemondb.net/pokedex/skorupi,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png
Drapion,"['Poison', 'Dark']",500,70,90,110,60,75,95,https://pokemondb.net/pokedex/drapion,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png
Croagunk,"['Poison', 'Fighting']",300,48,61,40,61,40,50,https://pokemondb.net/pokedex/croagunk,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png
Toxicroak,"['Poison', 'Fighting']",490,83,106,65,86,65,85,https://pokemondb.net/pokedex/toxicroak,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png
Carnivine,"['Grass', '']",454,74,100,72,90,72,46,https://pokemondb.net/pokedex/carnivine,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png
Finneon,"['Water', '']",330,49,49,56,49,61,66,https://pokemondb.net/pokedex/finneon,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png
Lumineon,"['Water', '']",460,69,69,76,69,86,91,https://pokemondb.net/pokedex/lumineon,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png
Mantyke,"['Water', 'Flying']",345,45,20,50,60,120,50,https://pokemondb.net/pokedex/mantyke,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png
Snover,"['Grass', 'Ice']",334,60,62,50,62,60,40,https://pokemondb.net/pokedex/snover,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png
Abomasnow,"['Grass', 'Ice']",494,90,92,75,92,85,60,https://pokemondb.net/pokedex/abomasnow,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png
Weavile,"['Dark', 'Ice']",510,70,120,65,45,85,125,https://pokemondb.net/pokedex/weavile,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png
Magnezone,"['Electric', 'Steel']",535,70,70,115,130,90,60,https://pokemondb.net/pokedex/magnezone,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png
Lickilicky,"['Normal', '']",515,110,85,95,80,95,50,https://pokemondb.net/pokedex/lickilicky,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png
Rhyperior,"['Ground', 'Rock']",535,115,140,130,55,55,40,https://pokemondb.net/pokedex/rhyperior,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png
Tangrowth,"['Grass', '']",535,100,100,125,110,50,50,https://pokemondb.net/pokedex/tangrowth,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png
Electivire,"['Electric', '']",540,75,123,67,95,85,95,https://pokemondb.net/pokedex/electivire,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png
Magmortar,"['Fire', '']",540,75,95,67,125,95,83,https://pokemondb.net/pokedex/magmortar,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png
Togekiss,"['Fairy', 'Flying']",545,85,50,95,120,115,80,https://pokemondb.net/pokedex/togekiss,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png
Yanmega,"['Bug', 'Flying']",515,86,76,86,116,56,95,https://pokemondb.net/pokedex/yanmega,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png
Leafeon,"['Grass', '']",525,65,110,130,60,65,95,https://pokemondb.net/pokedex/leafeon,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png
Glaceon,"['Ice', '']",525,65,60,110,130,95,65,https://pokemondb.net/pokedex/glaceon,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png
Gliscor,"['Ground', 'Flying']",510,75,95,125,45,75,95,https://pokemondb.net/pokedex/gliscor,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png
Mamoswine,"['Ice', 'Ground']",530,110,130,80,70,60,80,https://pokemondb.net/pokedex/mamoswine,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png
Porygon-Z,"['Normal', '']",535,85,80,70,135,75,90,https://pokemondb.net/pokedex/porygon-z,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png
Gallade,"['Psychic', 'Fighting']",518,68,125,65,65,115,80,https://pokemondb.net/pokedex/gallade,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png
Probopass,"['Rock', 'Steel']",525,60,55,145,75,150,40,https://pokemondb.net/pokedex/probopass,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png
Dusknoir,"['Ghost', '']",525,45,100,135,65,135,45,https://pokemondb.net/pokedex/dusknoir,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png
Froslass,"['Ice', 'Ghost']",480,70,80,70,80,70,110,https://pokemondb.net/pokedex/froslass,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png
Rotom,"['Electric', 'Ghost']",440,50,50,77,95,77,91,https://pokemondb.net/pokedex/rotom,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png
Uxie,"['Psychic', '']",580,75,75,130,75,130,95,https://pokemondb.net/pokedex/uxie,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png
Mesprit,"['Psychic', '']",580,80,105,105,105,105,80,https://pokemondb.net/pokedex/mesprit,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png
Azelf,"['Psychic', '']",580,75,125,70,125,70,115,https://pokemondb.net/pokedex/azelf,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png
Dialga,"['Steel', 'Dragon']",680,100,120,120,150,100,90,https://pokemondb.net/pokedex/dialga,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png
Palkia,"['Water', 'Dragon']",680,90,120,100,150,120,100,https://pokemondb.net/pokedex/palkia,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png
Heatran,"['Fire', 'Steel']",600,91,90,106,130,106,77,https://pokemondb.net/pokedex/heatran,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png
Regigigas,"['Normal', '']",670,110,160,110,80,110,100,https://pokemondb.net/pokedex/regigigas,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png
Giratina,"['Ghost', 'Dragon']",680,150,100,120,100,120,90,https://pokemondb.net/pokedex/giratina,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png
Cresselia,"['Psychic', '']",600,120,70,120,75,130,85,https://pokemondb.net/pokedex/cresselia,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png
Phione,"['Water', '']",480,80,80,80,80,80,80,https://pokemondb.net/pokedex/phione,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png
Manaphy,"['Water', '']",600,100,100,100,100,100,100,https://pokemondb.net/pokedex/manaphy,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png
Darkrai,"['Dark', '']",600,70,90,90,135,90,125,https://pokemondb.net/pokedex/darkrai,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png
Shaymin,"['Grass', '']",600,100,100,100,100,100,100,https://pokemondb.net/pokedex/shaymin,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png
Arceus,"['Normal', '']",720,120,120,120,120,120,120,https://pokemondb.net/pokedex/arceus,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png
Victini,"['Psychic', 'Fire']",600,100,100,100,100,100,100,https://pokemondb.net/pokedex/victini,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png
Snivy,"['Grass', '']",308,45,45,55,45,55,63,https://pokemondb.net/pokedex/snivy,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png
Servine,"['Grass', '']",413,60,60,75,60,75,83,https://pokemondb.net/pokedex/servine,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png
Serperior,"['Grass', '']",528,75,75,95,75,95,113,https://pokemondb.net/pokedex/serperior,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png
Tepig,"['Fire', '']",308,65,63,45,45,45,45,https://pokemondb.net/pokedex/tepig,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png
Pignite,"['Fire', 'Fighting']",418,90,93,55,70,55,55,https://pokemondb.net/pokedex/pignite,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png
Emboar,"['Fire', 'Fighting']",528,110,123,65,100,65,65,https://pokemondb.net/pokedex/emboar,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png
Oshawott,"['Water', '']",308,55,55,45,63,45,45,https://pokemondb.net/pokedex/oshawott,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png
Dewott,"['Water', '']",413,75,75,60,83,60,60,https://pokemondb.net/pokedex/dewott,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png
Samurott,"['Water', '']",528,95,100,85,108,70,70,https://pokemondb.net/pokedex/samurott,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png
Patrat,"['Normal', '']",255,45,55,39,35,39,42,https://pokemondb.net/pokedex/patrat,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png
Watchog,"['Normal', '']",420,60,85,69,60,69,77,https://pokemondb.net/pokedex/watchog,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png
Lillipup,"['Normal', '']",275,45,60,45,25,45,55,https://pokemondb.net/pokedex/lillipup,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png
Herdier,"['Normal', '']",370,65,80,65,35,65,60,https://pokemondb.net/pokedex/herdier,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png
Stoutland,"['Normal', '']",500,85,110,90,45,90,80,https://pokemondb.net/pokedex/stoutland,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png
Purrloin,"['Dark', '']",281,41,50,37,50,37,66,https://pokemondb.net/pokedex/purrloin,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png
